0.24647710000135703,
0.2611276999996335,
0.30300030000034894,
0.29377979999844683,
0.3430335000011837,
0.31139989999974205,
0.33167580000008456,
0.36816969999927096,
0.32889439999962633,
0.306770700000925,
0.3447106999992684,
0.34295680000104767,
0.40826060000108555,
0.34822630000053323,
0.32971569999972417,
0.42195100000026287,
0.3348244999997405,
0.352129299999433,
0.34406769999986864,
0.31605620000118506,
0.33278229999996256,
0.3148860999990575,
0.3164866000006441,
0.33473179999964486,
0.30346110000027693,
0.2996997999998712,
0.30654990000039106,
0.30028540000057546,
0.32302310000159196,
0.3020848999985901,
0.3073311999996804,
0.34188429999994696,
0.30483450000065204,
0.3166178999999829,
0.3080272999995941,
0.3611072999992757,
0.3110458999999537,
0.3032999999995809,
0.3005273999988276,
0.3366528999995353,
0.3061689000005572,
0.31303900000057183,
0.30721989999983634,
0.3091762000003655,
0.2731168999998772,
0.3162211999988358,
0.3373891999999614,
0.374290400000973,
0.3216672999988077,
0.31307940000078816,
0.35686449999957404,
0.3108996999999363,
0.33581989999947837,
0.3082819000010204,
0.30941400000119756,
0.3587336000000505,
0.3227993000000424,
0.3304164999990462,
0.35174970000116446,
0.33277540000017325,
0.3744016999989981,
0.30507419999958074,
0.32884869999907096,
0.34013229999982286,
0.3416133999999147,
0.34151249999922584,
0.41817190000074334,
0.3360570999993797,
0.375763600000937,
0.33310569999957806,
0.3313679000002594,
0.3283401999997295,
0.31497489999856043,
0.30995769999935874,
0.41656960000000254,
0.3392658000011579,
0.3414316000016697,
0.34326879999935045,
0.34206599999924947,
0.3545678999998927,
0.30678919999991194,
0.30062379999981204,
0.3399090000002616,
0.30593190000035975,
0.31132650000108697,
0.379032200000438,
0.4827721000001475,
0.3801715999998123,
0.33609830000023067,
0.3086153000003833,
0.36792269999932614,
0.35847239999930025,
0.34512700000050245,
0.3772086999997555,
0.3668238999998721,
0.5562602999998489,
0.46866100000079314,
0.35430450000058045,
0.5064566000000923,
0.342043199998443,
0.3553548999989289,
0.33639279999988503,
0.3123174000011204,
0.38302560000011,
0.3570001999996748,
0.34011759999884816,
0.3635670999992726,
0.4124983000001521,
0.36434149999877263,
0.33563060000051337,
0.3385331000008591,
0.43655219999891415,
0.3451262000016868,
0.34142179999980726,
0.3539015999995172,
0.3472151000005397,
0.3338136000002123,
0.35363150000011956,
0.3548882999984926,
0.34498030000031576,
0.3762674000008701,
0.3317412999986118,
0.4194475999993301,
0.31856539999898814,
0.37609060000067984,
0.3507996999996976,
0.38752070000009553,
0.33737660000042524,
0.3247172999999748,
0.36140469999918423,
0.43312559999867517,
0.32627880000109144,
0.3413103000002593,
0.37279209999906016,
0.3276093000004039,
0.35768019999886747,
0.3340296999995189,
0.32023239999944053,
0.3622111999993649,
0.33001660000081756,
0.33125789999940025,
0.3167647999998735,
0.3433423999995284,
0.3409942000016599,
0.32271319999927073,
0.3335170999998809,
0.3506221000006917,
0.3518275000005815,
0.3420038999993267,
0.36759189999975206,
0.32887080000000424,
0.3434132000002137,
0.37724379999963276,
0.31105079999906593,
0.3768223000006401,
0.33514910000121745,
0.3486305000005814,
0.36110029999872495,
0.32994460000008985,
0.32729530000142404,
0.3145755999994435,
0.31494349999957194,
0.35032830000091053,
0.3041855999999825,
0.3361120999998093,
0.35305700000026263,
0.32282950000080746,
0.35905540000021574,
0.3287421999993967,
0.3219726000006631,
0.3314583000010316,
0.34691510000084236,
0.3160614999997051,
0.3668393999996624,
0.34272409999903175,
0.340712799999892,
0.34909439999864844,
0.3370034999989002,
0.37514659999942523,
0.334428600001047,
0.3354371000004903,
0.37746189999961643,
0.421301799999128,
0.36698360000082175,
0.4145795000004,
0.3219415999992634,
0.35409249999975145,
0.3348792999986472,
0.3149317000006704,
0.39136150000013004,
0.3167159000004176,
0.336464199999682,
0.3331564000000071,
0.32238610000058543,
0.3382301000001462,
0.32930320000014035,
0.3158960000000661,
0.3532058999990113,
0.31449090000023716,
0.3085378000014316,
0.31563099999948463,
0.3401099999991857,
0.34898380000049656,
0.3146340000002965,
0.3300221000008605,
0.3414398999993864,
0.3265103000012459,
0.3246643000002223,
0.3051746000001003,
0.4085767000015039,
0.31415300000116986,
0.44148089999907825,
0.28715639999973064,
0.35638699999981327,
0.3279423999993014,
0.34913720000076864,
0.3470202000007703,
0.34249260000069626,
0.3586209000004601,
0.33714920000056736,
0.33213599999908183,
0.41291389999969397,
0.34163789999911387,
0.3932258000004367,
0.3304735999990953,
0.40728479999961564,
0.397121200001493,
0.36252559999957157,
0.3346307000010711,
0.37634220000109053,
0.36427069999990636,
0.33424340000055963,
0.3915268000000651,
0.30515569999988656,
0.3374961000008625,
0.38246609999987413,
0.3195696000002499,
0.3842722000008507,
0.36445569999887084,
0.32330090000141354,
0.3597487999995792,
0.3076908999992156,
0.34172659999967436,
0.31887779999851773,
0.34254949999922246,
0.33371470000020054,
0.3157673000005161,
0.31782139999995707,
0.3734980999997788,
0.31155480000052194,
0.3374749000013253,
0.3702003999987937,
0.38549759999841626,
0.46419719999903464,
0.41951829999925394,
0.4112592000001314,
0.46365530000002764,
0.4497726000008697,
0.4756455000006099,
0.3362312999997812,
0.3263648000011017,
0.36123269999916374,
0.3356066999986069,
0.3451284000002488,
0.3647500000006403,
0.3401307000003726,
0.329217399999834,
0.3105988999996043,
0.42826309999873047,
0.35197620000144525,
0.32245809999949415,
0.35157429999890155,
0.36722329999975045,
0.31693839999934426,
0.3318708999995579,
0.3065815999998449,
0.31517040000107954,
0.3289186999991216,
0.3162891000010859,
0.39391579999937676,
0.366607699999804,
0.3227193000002444,
0.34820570000010775,
0.24795669999912207,
0.2597552999995969,
0.3708686000009038,
0.31003079999936745,
0.2912973000002239,
0.3323559000000387,
0.3210321999995358,
0.37503649999962363,
0.350552300000345,
0.31347940000159724,
0.338584199998877,
0.31174209999880986,
0.2996123999982956,
0.3888466000007611,
0.33786460000010266,
0.3987367000008817,
0.30537490000097023,
